month,yield,series,mean,median,real_yield,series2
1980-01-31,12.4,One year,13.8,10.4,2,Risk-free rate
1980-02-29,15.45,One year,11.2,10,5.449999999999999,Risk-free rate
1980-03-31,15.8,One year,12.7,10.2,5.600000000000001,Risk-free rate
1980-04-30,11.12,One year,12,10.1,1.0199999999999996,Risk-free rate
1980-05-31,8.83,One year,9.5,8.6,0.23000000000000043,Risk-free rate
1980-06-30,8.49,One year,9,8.5,-0.009999999999999787,Risk-free rate
1980-07-31,9.36,One year,10,9.6,-0.2400000000000002,Risk-free rate
1980-08-31,11.15,One year,8.8,7.6,3.5500000000000007,Risk-free rate
1980-09-30,12.29,One year,9.3,9.1,3.1899999999999995,Risk-free rate
1980-10-31,13.78,One year,10,9.6,4.18,Risk-free rate
1980-11-30,15.13,One year,9.8,8.6,6.530000000000001,Risk-free rate
1980-12-31,13.86,One year,10.9,9.7,4.16,Risk-free rate
1981-01-31,14,One year,8.6,9.5,4.5,Risk-free rate
1981-02-28,14.59,One year,9.1,8.6,5.99,Risk-free rate
1981-03-31,13.05,One year,7.9,7.2,5.8500000000000005,Risk-free rate
1981-04-30,15.33,One year,9.3,8,7.33,Risk-free rate
1981-05-31,14.81,One year,8.6,7.3,7.510000000000001,Risk-free rate
1981-06-30,14.87,One year,7.8,7.1,7.77,Risk-free rate
1981-07-31,16.12,One year,7.7,6.8,9.32,Risk-free rate
1981-08-31,16.97,One year,7.7,5.8,11.169999999999998,Risk-free rate
1981-09-30,16.64,One year,8.7,6.9,9.74,Risk-free rate
1981-10-31,14.31,One year,8.3,6.7,7.61,Risk-free rate
1981-11-30,11.82,One year,8.8,7.3,4.5200000000000005,Risk-free rate
1981-12-31,13.35,One year,6.5,5.3,8.05,Risk-free rate
1982-01-31,14.04,One year,6.4,5.1,8.94,Risk-free rate
1982-02-28,14.27,One year,6.4,5.2,9.07,Risk-free rate
1982-03-31,14.3,One year,5.8,4.2,10.100000000000001,Risk-free rate
1982-04-30,13.67,One year,5.1,4.7,8.969999999999999,Risk-free rate
1982-05-31,12.93,One year,4.8,3.5,9.43,Risk-free rate
1982-06-30,14.34,One year,5.8,4.6,9.74,Risk-free rate
1982-07-31,12.56,One year,5.9,5,7.5600000000000005,Risk-free rate
1982-08-31,11.13,One year,6.3,4.8,6.330000000000001,Risk-free rate
1982-09-30,10.26,One year,5.3,4.5,5.76,Risk-free rate
1982-10-31,9.21,One year,5.9,4.7,4.510000000000001,Risk-free rate
1982-11-30,9.38,One year,5.2,4.5,4.880000000000001,Risk-free rate
1982-12-31,8.68,One year,4.8,3.7,4.9799999999999995,Risk-free rate
1983-01-31,8.91,One year,4.7,2.8,6.11,Risk-free rate
1983-02-28,8.61,One year,4.5,3,5.609999999999999,Risk-free rate
1983-03-31,9.34,One year,3.1,1.8,7.54,Risk-free rate
1983-04-30,8.75,One year,4.5,3.4,5.35,Risk-free rate
1983-05-31,9.48,One year,4.5,3.2,6.28,Risk-free rate
1983-06-30,9.7,One year,4.6,3.2,6.499999999999999,Risk-free rate
1983-07-31,10.48,One year,4.5,3.2,7.28,Risk-free rate
1983-08-31,10.59,One year,5,3.3,7.29,Risk-free rate
1983-09-30,9.89,One year,5,3.3,6.590000000000001,Risk-free rate
1983-10-31,9.82,One year,5.2,3.7,6.12,Risk-free rate
1983-11-30,9.98,One year,5.1,3.5,6.48,Risk-free rate
1983-12-31,10.08,One year,4.9,3.5,6.58,Risk-free rate
1984-01-31,9.85,One year,4.6,3.2,6.6499999999999995,Risk-free rate
1984-02-29,10.21,One year,5.1,3.3,6.910000000000001,Risk-free rate
1984-03-31,10.8,One year,5,3.4,7.4,Risk-free rate
1984-04-30,11.11,One year,5.8,3.9,7.209999999999999,Risk-free rate
1984-05-31,12.15,One year,5.3,4.2,7.95,Risk-free rate
1984-06-30,12.3,One year,4.8,4.2,8.100000000000001,Risk-free rate
1984-07-31,11.86,One year,4.5,3.4,8.459999999999999,Risk-free rate
1984-08-31,11.96,One year,4.5,3,8.96,Risk-free rate
1984-09-30,11.43,One year,4.2,3,8.43,Risk-free rate
1984-10-31,10.26,One year,5.3,3.5,6.76,Risk-free rate
1984-11-30,9.71,One year,5.1,3.4,6.3100000000000005,Risk-free rate
1984-12-31,9.22,One year,4.7,3.3,5.920000000000001,Risk-free rate
1985-01-31,9.09,One year,4,2.9,6.1899999999999995,Risk-free rate
1985-02-28,9.72,One year,4.8,3.1,6.620000000000001,Risk-free rate
1985-03-31,9.49,One year,4.3,3,6.49,Risk-free rate
1985-04-30,8.99,One year,5,3.3,5.69,Risk-free rate
1985-05-31,7.98,One year,4.6,3.2,4.78,Risk-free rate
1985-06-30,7.71,One year,4.9,3.4,4.3100000000000005,Risk-free rate
1985-07-31,8.12,One year,4.2,2.8,5.319999999999999,Risk-free rate
1985-08-31,8.03,One year,3.6,2.8,5.2299999999999995,Risk-free rate
1985-09-30,7.99,One year,4.4,2.9,5.09,Risk-free rate
1985-10-31,7.92,One year,4.8,3.3,4.62,Risk-free rate
1985-11-30,7.85,One year,4.4,3.1,4.75,Risk-free rate
1985-12-31,7.6,One year,5,3.5,4.1,Risk-free rate
1986-01-31,7.57,One year,4.2,2.9,4.67,Risk-free rate
1986-02-28,7.43,One year,3.7,2.8,4.63,Risk-free rate
1986-03-31,6.72,One year,3,2.3,4.42,Risk-free rate
1986-04-30,6.54,One year,3.4,2.4,4.140000000000001,Risk-free rate
1986-05-31,6.88,One year,3.3,2.7,4.18,Risk-free rate
1986-06-30,6.41,One year,3.7,2.9,3.5100000000000002,Risk-free rate
1986-07-31,6.2,One year,3.6,2.8,3.4000000000000004,Risk-free rate
1986-08-31,5.52,One year,4.2,3,2.5199999999999996,Risk-free rate
1986-09-30,5.82,One year,3.4,2.9,2.9200000000000004,Risk-free rate
1986-10-31,5.73,One year,3.7,3.2,2.5300000000000002,Risk-free rate
1986-11-30,5.76,One year,3.6,2.8,2.96,Risk-free rate
1986-12-31,5.95,One year,4,3,2.95,Risk-free rate
1987-01-31,5.93,One year,3.9,2.9,3.03,Risk-free rate
1987-02-28,5.9,One year,4.1,3.1,2.8000000000000003,Risk-free rate
1987-03-31,6.15,One year,3.6,3,3.1500000000000004,Risk-free rate
1987-04-30,6.62,One year,3.7,3,3.62,Risk-free rate
1987-05-31,6.88,One year,4.7,3.4,3.48,Risk-free rate
1987-06-30,6.77,One year,4.4,3.3,3.4699999999999998,Risk-free rate
1987-07-31,6.89,One year,4.2,3.1,3.7899999999999996,Risk-free rate
1987-08-31,7.23,One year,4.4,3.2,4.03,Risk-free rate
1987-09-30,7.92,One year,4.2,3,4.92,Risk-free rate
1987-10-31,6.75,One year,4.3,3.3,3.45,Risk-free rate
1987-11-30,7,One year,3.8,3.2,3.8,Risk-free rate
1987-12-31,7.1,One year,3.9,3.1,3.9999999999999996,Risk-free rate
1988-01-31,6.66,One year,4.3,3.2,3.46,Risk-free rate
1988-02-29,6.63,One year,4.4,3.1,3.53,Risk-free rate
1988-03-31,6.76,One year,4,3.2,3.5599999999999996,Risk-free rate
1988-04-30,7.14,One year,4.5,3.3,3.84,Risk-free rate
1988-05-31,7.66,One year,4.8,3.3,4.36,Risk-free rate
1988-06-30,7.5,One year,5.6,3.7,3.8,Risk-free rate
1988-07-31,7.9,One year,5.6,4.6,3.3000000000000007,Risk-free rate
1988-08-31,8.28,One year,5.3,4.4,3.879999999999999,Risk-free rate
1988-09-30,8.13,One year,5.5,3.9,4.23,Risk-free rate
1988-10-31,8.06,One year,5.1,3.9,4.16,Risk-free rate
1988-11-30,8.62,One year,5.4,3.7,4.919999999999999,Risk-free rate
1988-12-31,9.02,One year,5,3.9,5.119999999999999,Risk-free rate
1989-01-31,9.04,One year,5.1,3.5,5.539999999999999,Risk-free rate
1989-02-28,9.4,One year,4.8,4.1,5.300000000000001,Risk-free rate
1989-03-31,9.64,One year,5.6,3.7,5.94,Risk-free rate
1989-04-30,9.12,One year,5,4.3,4.819999999999999,Risk-free rate
1989-05-31,8.86,One year,5.8,4.6,4.26,Risk-free rate
1989-06-30,8.12,One year,5,3.8,4.319999999999999,Risk-free rate
1989-07-31,7.65,One year,5.1,4.1,3.5500000000000007,Risk-free rate
1989-08-31,8.28,One year,4.7,3.5,4.779999999999999,Risk-free rate
1989-09-30,8.48,One year,4.4,3.4,5.08,Risk-free rate
1989-10-31,7.88,One year,4.6,3.6,4.279999999999999,Risk-free rate
1989-11-30,7.72,One year,4.7,3.5,4.22,Risk-free rate
1989-12-31,7.76,One year,4.4,3.5,4.26,Risk-free rate
1990-01-31,8.08,One year,5.3,4.1,3.9800000000000004,Risk-free rate
1990-02-28,8.12,One year,5.1,4.1,4.02,Risk-free rate
1990-03-31,8.35,One year,4.9,3.7,4.6499999999999995,Risk-free rate
1990-04-30,8.58,One year,4.4,3.6,4.98,Risk-free rate
1990-05-31,8.22,One year,4.6,3.4,4.82,Risk-free rate
1990-06-30,8.05,One year,4.9,3.8,4.250000000000001,Risk-free rate
1990-07-31,7.72,One year,4.6,3.4,4.32,Risk-free rate
1990-08-31,7.76,One year,6.1,4.6,3.16,Risk-free rate
1990-09-30,7.69,One year,5.8,4.7,2.99,Risk-free rate
1990-10-31,7.43,One year,6,4.8,2.63,Risk-free rate
1990-11-30,7.31,One year,5.5,4.7,2.6099999999999994,Risk-free rate
1990-12-31,6.82,One year,5.3,4.7,2.12,Risk-free rate
1991-01-31,6.51,One year,4.8,3.9,2.61,Risk-free rate
1991-02-28,6.41,One year,4.6,3.4,3.0100000000000002,Risk-free rate
1991-03-31,6.28,One year,4.4,3.3,2.9800000000000004,Risk-free rate
1991-04-30,6.06,One year,4.1,3.2,2.8599999999999994,Risk-free rate
1991-05-31,6.16,One year,4.4,3.1,3.06,Risk-free rate
1991-06-30,6.32,One year,4.7,3.3,3.0200000000000005,Risk-free rate
1991-07-31,6.19,One year,3.7,3.1,3.0900000000000003,Risk-free rate
1991-08-31,5.72,One year,4.2,3.2,2.5199999999999996,Risk-free rate
1991-09-30,5.42,One year,3.6,3,2.42,Risk-free rate
1991-10-31,5.1,One year,4.6,3.2,1.8999999999999995,Risk-free rate
1991-11-30,4.69,One year,4.5,2.9,1.7900000000000005,Risk-free rate
1991-12-31,4.12,One year,3.6,2.7,1.42,Risk-free rate
1992-01-31,4.23,One year,3.1,2.7,1.5300000000000002,Risk-free rate
1992-02-29,4.35,One year,3.3,2.6,1.7499999999999996,Risk-free rate
1992-03-31,4.54,One year,3,2.6,1.94,Risk-free rate
1992-04-30,4.4,One year,3.5,3,1.4000000000000004,Risk-free rate
1992-05-31,4.24,One year,3.2,2.9,1.3400000000000003,Risk-free rate
1992-06-30,4.05,One year,4,3.1,0.9499999999999997,Risk-free rate
1992-07-31,3.62,One year,3.8,2.7,0.9199999999999999,Risk-free rate
1992-08-31,3.47,One year,3.9,2.8,0.6700000000000004,Risk-free rate
1992-09-30,3.06,One year,4,3,0.06000000000000005,Risk-free rate
1992-10-31,3.54,One year,3.5,2.8,0.7400000000000002,Risk-free rate
1992-11-30,3.83,One year,4.4,2.9,0.9300000000000002,Risk-free rate
1992-12-31,3.61,One year,3.2,2.8,0.81,Risk-free rate
1993-01-31,3.39,One year,3.4,2.9,0.4900000000000002,Risk-free rate
1993-02-28,3.32,One year,4.5,3.2,0.11999999999999966,Risk-free rate
1993-03-31,3.32,One year,4.9,3.1,0.21999999999999975,Risk-free rate
1993-04-30,3.26,One year,4,3,0.2599999999999998,Risk-free rate
1993-05-31,3.62,One year,4.3,2.9,0.7200000000000002,Risk-free rate
1993-06-30,3.45,One year,4.8,3.5,-0.04999999999999982,Risk-free rate
1993-07-31,3.53,One year,4.4,3,0.5299999999999998,Risk-free rate
1993-08-31,3.38,One year,4.7,3.2,0.17999999999999972,Risk-free rate
1993-09-30,3.39,One year,4.7,3,0.3900000000000001,Risk-free rate
1993-10-31,3.47,One year,3.9,3.3,0.17000000000000037,Risk-free rate
1993-11-30,3.65,One year,3.5,2.8,0.8500000000000001,Risk-free rate
1993-12-31,3.63,One year,3.7,3,0.6299999999999999,Risk-free rate
1994-01-31,3.53,One year,3.4,2.8,0.73,Risk-free rate
1994-02-28,4.03,One year,3.7,2.8,1.2300000000000004,Risk-free rate
1994-03-31,4.5,One year,4.4,3,1.5,Risk-free rate
1994-04-30,5.07,One year,4.5,3,2.0700000000000003,Risk-free rate
1994-05-31,5.38,One year,3.9,3.1,2.28,Risk-free rate
1994-06-30,5.51,One year,4,2.7,2.8099999999999996,Risk-free rate
1994-07-31,5.37,One year,4.2,2.9,2.47,Risk-free rate
1994-08-31,5.56,One year,4.6,3.1,2.4599999999999995,Risk-free rate
1994-09-30,5.96,One year,4.7,3.4,2.56,Risk-free rate
1994-10-31,6.18,One year,3.8,3,3.1799999999999997,Risk-free rate
1994-11-30,6.91,One year,4.5,3.2,3.71,Risk-free rate
1994-12-31,7.2,One year,4,3,4.2,Risk-free rate
1995-01-31,6.84,One year,3.7,3,3.84,Risk-free rate
1995-02-28,6.44,One year,4,3,3.4400000000000004,Risk-free rate
1995-03-31,6.49,One year,4.6,3.2,3.29,Risk-free rate
1995-04-30,6.32,One year,4.3,3.3,3.0200000000000005,Risk-free rate
1995-05-31,5.8,One year,3.9,3,2.8,Risk-free rate
1995-06-30,5.65,One year,3.9,2.9,2.7500000000000004,Risk-free rate
1995-07-31,5.67,One year,3.8,2.9,2.77,Risk-free rate
1995-08-31,5.65,One year,3.9,2.9,2.7500000000000004,Risk-free rate
1995-09-30,5.65,One year,4,2.8,2.8500000000000005,Risk-free rate
1995-10-31,5.55,One year,3.5,2.9,2.65,Risk-free rate
1995-11-30,5.36,One year,3.7,2.8,2.5600000000000005,Risk-free rate
1995-12-31,5.18,One year,3.2,2.7,2.4799999999999995,Risk-free rate
1996-01-31,4.9,One year,4,2.8,2.1000000000000005,Risk-free rate
1996-02-29,5.23,One year,3.6,2.8,2.4300000000000006,Risk-free rate
1996-03-31,5.41,One year,4.1,2.9,2.5100000000000002,Risk-free rate
1996-04-30,5.62,One year,4.5,3,2.62,Risk-free rate
1996-05-31,5.77,One year,4.8,3.1,2.6699999999999995,Risk-free rate
1996-06-30,5.7,One year,4.1,2.9,2.8000000000000003,Risk-free rate
1996-07-31,5.85,One year,4.2,3,2.8499999999999996,Risk-free rate
1996-08-31,5.91,One year,4.1,3.1,2.81,Risk-free rate
1996-09-30,5.71,One year,4.3,3.2,2.51,Risk-free rate
1996-10-31,5.44,One year,4.1,3,2.4400000000000004,Risk-free rate
1996-11-30,5.38,One year,3.9,3,2.38,Risk-free rate
1996-12-31,5.51,One year,3.9,3,2.51,Risk-free rate
1997-01-31,5.58,One year,4.1,3,2.58,Risk-free rate
1997-02-28,5.67,One year,3.8,3,2.67,Risk-free rate
1997-03-31,6.02,One year,3.5,2.8,3.2199999999999998,Risk-free rate
1997-04-30,5.9,One year,3.7,3,2.9000000000000004,Risk-free rate
1997-05-31,5.78,One year,3.7,2.9,2.8800000000000003,Risk-free rate
1997-06-30,5.67,One year,3.5,2.8,2.87,Risk-free rate
1997-07-31,5.45,One year,3.4,2.7,2.75,Risk-free rate
1997-08-31,5.59,One year,3.3,2.7,2.8899999999999997,Risk-free rate
1997-09-30,5.47,One year,3.5,2.8,2.67,Risk-free rate
1997-10-31,5.36,One year,3.2,2.8,2.5600000000000005,Risk-free rate
1997-11-30,5.52,One year,3.4,2.9,2.6199999999999997,Risk-free rate
1997-12-31,5.51,One year,3.4,2.8,2.71,Risk-free rate
1998-01-31,5.24,One year,2.8,2.3,2.9400000000000004,Risk-free rate
1998-02-28,5.41,One year,2.6,2.4,3.0100000000000002,Risk-free rate
1998-03-31,5.41,One year,2.9,2.5,2.91,Risk-free rate
1998-04-30,5.4,One year,2.7,2.4,3.0000000000000004,Risk-free rate
1998-05-31,5.42,One year,3.1,2.6,2.82,Risk-free rate
1998-06-30,5.38,One year,3.2,2.7,2.6799999999999997,Risk-free rate
1998-07-31,5.38,One year,3.1,2.6,2.78,Risk-free rate
1998-08-31,4.95,One year,2.7,2.4,2.5500000000000003,Risk-free rate
1998-09-30,4.41,One year,2.7,2.3,2.1100000000000003,Risk-free rate
1998-10-31,4.18,One year,2.6,2.5,1.6799999999999997,Risk-free rate
1998-11-30,4.53,One year,2.7,2.3,2.2300000000000004,Risk-free rate
1998-12-31,4.53,One year,2.8,2.5,2.0300000000000002,Risk-free rate
1999-01-31,4.51,One year,3,2.7,1.8099999999999996,Risk-free rate
1999-02-28,4.88,One year,2.8,2.5,2.38,Risk-free rate
1999-03-31,4.72,One year,3.1,2.7,2.0199999999999996,Risk-free rate
1999-04-30,4.78,One year,3,2.7,2.08,Risk-free rate
1999-05-31,4.97,One year,3.2,2.8,2.17,Risk-free rate
1999-06-30,5.07,One year,3.1,2.5,2.5700000000000003,Risk-free rate
1999-07-31,5.13,One year,3,2.7,2.4299999999999997,Risk-free rate
1999-08-31,5.3,One year,3.2,2.8,2.5,Risk-free rate
1999-09-30,5.22,One year,3.2,2.7,2.5199999999999996,Risk-free rate
1999-10-31,5.43,One year,3.5,2.9,2.53,Risk-free rate
1999-11-30,5.7,One year,3.3,2.9,2.8000000000000003,Risk-free rate
1999-12-31,5.98,One year,3.6,3,2.9800000000000004,Risk-free rate
2000-01-31,6.3,One year,3.5,3,3.3,Risk-free rate
2000-02-29,6.2,One year,3.5,2.9,3.3000000000000003,Risk-free rate
2000-03-31,6.28,One year,3.8,3.2,3.08,Risk-free rate
2000-04-30,6.24,One year,3.5,3.2,3.04,Risk-free rate
2000-05-31,6.37,One year,3.5,3,3.37,Risk-free rate
2000-06-30,6.08,One year,3.4,2.9,3.18,Risk-free rate
2000-07-31,6.07,One year,3.7,3,3.0700000000000003,Risk-free rate
2000-08-31,6.22,One year,3.5,2.7,3.5199999999999996,Risk-free rate
2000-09-30,6.07,One year,3.7,2.9,3.1700000000000004,Risk-free rate
2000-10-31,6.12,One year,4.1,3.2,2.92,Risk-free rate
2000-11-30,5.92,One year,3.8,2.9,3.02,Risk-free rate
2000-12-31,5.32,One year,3.4,2.8,2.5200000000000005,Risk-free rate
2001-01-31,4.6,One year,3.8,3,1.5999999999999996,Risk-free rate
2001-02-28,4.47,One year,3.2,2.8,1.67,Risk-free rate
2001-03-31,4.09,One year,3.3,2.8,1.29,Risk-free rate
2001-04-30,3.94,One year,3.7,3.1,0.8399999999999999,Risk-free rate
2001-05-31,3.63,One year,3.9,3.2,0.4299999999999997,Risk-free rate
2001-06-30,3.72,One year,4,3,0.7200000000000002,Risk-free rate
2001-07-31,3.53,One year,3,2.6,0.9299999999999997,Risk-free rate
2001-08-31,3.41,One year,3.1,2.7,0.71,Risk-free rate
2001-09-30,2.49,One year,3.2,2.8,-0.3099999999999996,Risk-free rate
2001-10-31,2.07,One year,1.6,1,1.0699999999999998,Risk-free rate
2001-11-30,2.06,One year,1,0.4,1.6600000000000001,Risk-free rate
2001-12-31,2.17,One year,1.9,1.8,0.3699999999999999,Risk-free rate
2002-01-31,2.29,One year,2.2,1.9,0.3900000000000001,Risk-free rate
2002-02-28,2.25,One year,2.4,2.1,0.1499999999999999,Risk-free rate
2002-03-31,2.7,One year,3.1,2.7,0,Risk-free rate
2002-04-30,2.35,One year,3.1,2.8,-0.44999999999999973,Risk-free rate
2002-05-31,2.34,One year,3.1,2.7,-0.3600000000000003,Risk-free rate
2002-06-30,2.06,One year,3,2.7,-0.6400000000000001,Risk-free rate
2002-07-31,1.8,One year,2.7,2.6,-0.8,Risk-free rate
2002-08-31,1.74,One year,2.6,2.6,-0.8600000000000001,Risk-free rate
2002-09-30,1.53,One year,3.1,2.5,-0.97,Risk-free rate
2002-10-31,1.46,One year,2.9,2.5,-1.04,Risk-free rate
2002-11-30,1.56,One year,2.5,2.4,-0.8399999999999999,Risk-free rate
2002-12-31,1.32,One year,2.7,2.5,-1.18,Risk-free rate
2003-01-31,1.31,One year,2.7,2.5,-1.19,Risk-free rate
2003-02-28,1.24,One year,3.2,2.7,-1.4600000000000002,Risk-free rate
2003-03-31,1.19,One year,3.8,3.1,-1.9100000000000001,Risk-free rate
2003-04-30,1.22,One year,2.7,2.4,-1.18,Risk-free rate
2003-05-31,1.13,One year,2.5,2,-0.8700000000000001,Risk-free rate
2003-06-30,1.09,One year,2.5,2.1,-1.01,Risk-free rate
2003-07-31,1.28,One year,2.3,1.7,-0.41999999999999993,Risk-free rate
2003-08-31,1.35,One year,2.8,2.5,-1.15,Risk-free rate
2003-09-30,1.15,One year,3.4,2.8,-1.65,Risk-free rate
2003-10-31,1.31,One year,3.1,2.6,-1.29,Risk-free rate
2003-11-30,1.39,One year,3.1,2.7,-1.3100000000000003,Risk-free rate
2003-12-31,1.26,One year,2.8,2.6,-1.34,Risk-free rate
2004-01-31,1.28,One year,2.9,2.7,-1.4200000000000002,Risk-free rate
2004-02-29,1.21,One year,2.9,2.6,-1.3900000000000001,Risk-free rate
2004-03-31,1.2,One year,3.4,2.9,-1.7,Risk-free rate
2004-04-30,1.55,One year,4,3.2,-1.6500000000000001,Risk-free rate
2004-05-31,1.83,One year,3.9,3.3,-1.4699999999999998,Risk-free rate
2004-06-30,2.09,One year,4,3.3,-1.21,Risk-free rate
2004-07-31,2.13,One year,3.5,3,-0.8700000000000001,Risk-free rate
2004-08-31,1.99,One year,3.1,2.8,-0.8099999999999998,Risk-free rate
2004-09-30,2.21,One year,3.2,2.8,-0.5899999999999999,Risk-free rate
2004-10-31,2.28,One year,3.6,3.1,-0.8200000000000003,Risk-free rate
2004-11-30,2.63,One year,3.3,2.8,-0.16999999999999993,Risk-free rate
2004-12-31,2.75,One year,3.4,3,-0.25,Risk-free rate
2005-01-31,2.96,One year,3.5,2.9,0.06000000000000005,Risk-free rate
2005-02-28,3.2,One year,3.3,2.9,0.30000000000000027,Risk-free rate
2005-03-31,3.35,One year,4,3.2,0.1499999999999999,Risk-free rate
2005-04-30,3.33,One year,4,3.3,0.03000000000000025,Risk-free rate
2005-05-31,3.32,One year,3.8,3.2,0.11999999999999966,Risk-free rate
2005-06-30,3.45,One year,4,3.2,0.25,Risk-free rate
2005-07-31,3.8,One year,3.6,3,0.7999999999999998,Risk-free rate
2005-08-31,3.77,One year,3.7,3.1,0.6699999999999999,Risk-free rate
2005-09-30,4.01,One year,5.5,4.3,-0.29000000000000004,Risk-free rate
2005-10-31,4.31,One year,5.5,4.6,-0.29000000000000004,Risk-free rate
2005-11-30,4.34,One year,4.1,3.3,1.04,Risk-free rate
2005-12-31,4.38,One year,4.1,3.1,1.2799999999999998,Risk-free rate
2006-01-31,4.58,One year,3.8,3,1.58,Risk-free rate
2006-02-28,4.73,One year,3.6,3,1.7300000000000004,Risk-free rate
2006-03-31,4.82,One year,3.8,3,1.8200000000000003,Risk-free rate
2006-04-30,4.9,One year,4.4,3.3,1.6000000000000005,Risk-free rate
2006-05-31,5.07,One year,4.7,4,1.0700000000000003,Risk-free rate
2006-06-30,5.21,One year,4.4,3.3,1.9100000000000001,Risk-free rate
2006-07-31,5.11,One year,3.8,3.2,1.9100000000000001,Risk-free rate
2006-08-31,5.01,One year,4.6,3.8,1.21,Risk-free rate
2006-09-30,4.91,One year,3.6,3.1,1.81,Risk-free rate
2006-10-31,4.99,One year,3.7,3.1,1.8900000000000001,Risk-free rate
2006-11-30,4.94,One year,3.3,3,1.9400000000000004,Risk-free rate
2006-12-31,5,One year,3.5,2.9,2.1,Risk-free rate
2007-01-31,5.09,One year,3.6,3,2.09,Risk-free rate
2007-02-28,4.96,One year,3.6,3,1.96,Risk-free rate
2007-03-31,4.9,One year,3.6,3,1.9000000000000004,Risk-free rate
2007-04-30,4.89,One year,4,3.3,1.5899999999999999,Risk-free rate
2007-05-31,4.95,One year,4.3,3.3,1.6500000000000004,Risk-free rate
2007-06-30,4.91,One year,4.2,3.4,1.5100000000000002,Risk-free rate
2007-07-31,4.85,One year,4.2,3.4,1.4499999999999997,Risk-free rate
2007-08-31,4.19,One year,4,3.2,0.9900000000000002,Risk-free rate
2007-09-30,4.05,One year,4,3.1,0.9499999999999997,Risk-free rate
2007-10-31,4.04,One year,3.7,3.1,0.94,Risk-free rate
2007-11-30,3.26,One year,4.3,3.4,-0.14000000000000012,Risk-free rate
2007-12-31,3.34,One year,4.4,3.4,-0.06000000000000005,Risk-free rate
2008-01-31,2.11,One year,4,3.4,-1.29,Risk-free rate
2008-02-29,1.77,One year,3.9,3.6,-1.83,Risk-free rate
2008-03-31,1.55,One year,4.6,4.3,-2.75,Risk-free rate
2008-04-30,1.85,One year,5.7,4.8,-2.9499999999999997,Risk-free rate
2008-05-31,2.22,One year,7,5.2,-2.98,Risk-free rate
2008-06-30,2.36,One year,6.5,5.1,-2.7399999999999998,Risk-free rate
2008-07-31,2.27,One year,6.3,5.1,-2.8299999999999996,Risk-free rate
2008-08-31,2.17,One year,5.3,4.8,-2.63,Risk-free rate
2008-09-30,1.78,One year,4.6,4.3,-2.5199999999999996,Risk-free rate
2008-10-31,1.34,One year,4.3,3.9,-2.5599999999999996,Risk-free rate
2008-11-30,0.9,One year,2.9,2.9,-2,Risk-free rate
2008-12-31,0.37,One year,1.7,1.7,-1.33,Risk-free rate
2009-01-31,0.51,One year,2.5,2.2,-1.6900000000000002,Risk-free rate
2009-02-28,0.72,One year,2.3,1.9,-1.18,Risk-free rate
2009-03-31,0.57,One year,2.4,2,-1.4300000000000002,Risk-free rate
2009-04-30,0.49,One year,3.1,2.8,-2.3099999999999996,Risk-free rate
2009-05-31,0.47,One year,3.2,2.8,-2.33,Risk-free rate
2009-06-30,0.56,One year,3.9,3.1,-2.54,Risk-free rate
2009-07-31,0.48,One year,3.6,2.9,-2.42,Risk-free rate
2009-08-31,0.43,One year,3,2.8,-2.3699999999999997,Risk-free rate
2009-09-30,0.4,One year,2.8,2.2,-1.8000000000000003,Risk-free rate
2009-10-31,0.37,One year,3.2,2.9,-2.53,Risk-free rate
2009-11-30,0.27,One year,3.1,2.7,-2.43,Risk-free rate
2009-12-31,0.47,One year,3,2.5,-2.0300000000000002,Risk-free rate
2010-01-31,0.3,One year,3.4,2.8,-2.5,Risk-free rate
2010-02-28,0.32,One year,3.6,2.7,-2.3800000000000003,Risk-free rate
2010-03-31,0.41,One year,3.4,2.7,-2.29,Risk-free rate
2010-04-30,0.41,One year,3.8,2.9,-2.4899999999999998,Risk-free rate
2010-05-31,0.34,One year,4.1,3.2,-2.8600000000000003,Risk-free rate
2010-06-30,0.32,One year,3.3,2.8,-2.48,Risk-free rate
2010-07-31,0.29,One year,3.3,2.7,-2.41,Risk-free rate
2010-08-31,0.25,One year,3.2,2.7,-2.45,Risk-free rate
2010-09-30,0.27,One year,3,2.2,-1.9300000000000002,Risk-free rate
2010-10-31,0.22,One year,3.3,2.7,-2.48,Risk-free rate
2010-11-30,0.27,One year,3.7,3,-2.73,Risk-free rate
2010-12-31,0.29,One year,3.9,3,-2.71,Risk-free rate
2011-01-31,0.26,One year,4.2,3.4,-3.1399999999999997,Risk-free rate
2011-02-28,0.25,One year,4.4,3.4,-3.15,Risk-free rate
2011-03-31,0.3,One year,5.2,4.6,-4.3,Risk-free rate
2011-04-30,0.22,One year,5.3,4.6,-4.38,Risk-free rate
2011-05-31,0.18,One year,4.8,4.1,-3.9199999999999995,Risk-free rate
2011-06-30,0.19,One year,4.5,3.8,-3.61,Risk-free rate
2011-07-31,0.2,One year,4.4,3.4,-3.1999999999999997,Risk-free rate
2011-08-31,0.1,One year,4.4,3.5,-3.4,Risk-free rate
2011-09-30,0.13,One year,4.3,3.3,-3.17,Risk-free rate
2011-10-31,0.12,One year,4,3.2,-3.08,Risk-free rate
2011-11-30,0.12,One year,4,3.2,-3.08,Risk-free rate
2011-12-31,0.12,One year,3.7,3.1,-2.98,Risk-free rate
